ssid,quality,signal,mac,square
AP-02,70/70,-40,D8:07:B6:6E:4F:80,s-03
AP-03,66/70,-44,D8:07:B6:6E:4E:0A,s-03
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-03
AP-05,70/70,-34,D8:07:B6:6E:4B:E8,s-03
AP-06,70/70,-40,D8:07:B6:6E:4F:8C,s-03
AP-07,44/70,-66,50:04:B8:89:A4:F4,s-03
AP-08,48/70,-62,58:7F:66:BF:D2:98,s-03
AP-00,48/70,-62,98:DE:D0:8F:0A:38,s-03
AP-01,62/70,-48,D8:07:B6:6E:4E:F4,s-03
AP-02,66/70,-44,D8:07:B6:6E:4F:80,s-03
AP-03,70/70,-20,D8:07:B6:6E:4E:0A,s-03
AP-04,56/70,-54,D8:07:B6:6E:4D:A6,s-03
AP-05,70/70,-34,D8:07:B6:6E:4B:E8,s-03
AP-06,70/70,-30,D8:07:B6:6E:4F:8C,s-03
AP-07,28/70,-82,50:04:B8:89:A4:F4,s-03
AP-08,44/70,-66,58:7F:66:BF:D2:98,s-03
